method,metric,latitude,orientation_bin,center_deg,error_band,band_label,count,bin_total,proportion,bottom,red,green,blue,alpha
F1 m=3 r=20%,surface_sensor_wmape,15,2,30,4,≥20%,215,1703,0.1262477980035232,0.70287727539635936,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,2,30,5,not lit,291,1703,0.17087492660011744,0.82912507339988251,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,3,45,0,0–5%,69,187,0.36898395721925131,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,3,45,1,5–10%,28,187,0.1497326203208556,0.36898395721925131,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,3,45,2,10–15%,26,187,0.13903743315508021,0.51871657754010692,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,3,45,3,15–20%,7,187,0.037433155080213901,0.65775401069518713,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,3,45,4,≥20%,35,187,0.18716577540106952,0.69518716577540107,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,3,45,5,not lit,22,187,0.11764705882352941,0.88235294117647056,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,4,60,0,0–5%,197,412,0.47815533980582525,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,4,60,1,5–10%,48,412,0.11650485436893204,0.47815533980582525,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,4,60,2,10–15%,24,412,0.058252427184466021,0.59466019417475735,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,4,60,3,15–20%,15,412,0.03640776699029126,0.65291262135922334,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,4,60,4,≥20%,76,412,0.18446601941747573,0.68932038834951459,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,4,60,5,not lit,52,412,0.12621359223300971,0.87378640776699035,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,5,75,0,0–5%,394,826,0.47699757869249393,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,5,75,1,5–10%,94,826,0.11380145278450363,0.47699757869249393,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,5,75,2,10–15%,56,826,0.067796610169491525,0.59079903147699753,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,5,75,3,15–20%,40,826,0.048426150121065374,0.65859564164648909,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,5,75,4,≥20%,158,826,0.19128329297820823,0.70702179176755442,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,5,75,5,not lit,84,826,0.10169491525423729,0.89830508474576265,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,6,90,0,0–5%,95,286,0.33216783216783219,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,6,90,1,5–10%,43,286,0.15034965034965034,0.33216783216783219,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,6,90,2,10–15%,36,286,0.12587412587412589,0.4825174825174825,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,6,90,3,15–20%,10,286,0.034965034965034968,0.60839160839160833,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,6,90,4,≥20%,65,286,0.22727272727272727,0.64335664335664333,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,6,90,5,not lit,37,286,0.12937062937062938,0.87062937062937062,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,7,105,0,0–5%,237,611,0.38788870703764322,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,7,105,1,5–10%,86,611,0.14075286415711949,0.38788870703764322,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,7,105,2,10–15%,40,611,0.065466448445171854,0.52864157119476274,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,7,105,3,15–20%,32,611,0.052373158756137482,0.59410801963993465,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,7,105,4,≥20%,92,611,0.15057283142389524,0.64648117839607211,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,7,105,5,not lit,124,611,0.20294599018003273,0.79705400981996732,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,8,120,0,0–5%,618,1778,0.34758155230596177,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,8,120,1,5–10%,247,1778,0.13892013498312711,0.34758155230596177,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,8,120,2,10–15%,127,1778,0.071428571428571425,0.48650168728908888,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,8,120,3,15–20%,76,1778,0.042744656917885267,0.55793025871766033,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,8,120,4,≥20%,210,1778,0.11811023622047244,0.60067491563554565,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,8,120,5,not lit,500,1778,0.28121484814398201,0.7187851518560181,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,9,135,0,0–5%,86,188,0.45744680851063829,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,9,135,1,5–10%,25,188,0.13297872340425532,0.45744680851063829,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,9,135,2,10–15%,11,188,0.058510638297872342,0.59042553191489366,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,9,135,3,15–20%,5,188,0.026595744680851064,0.64893617021276606,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,9,135,4,≥20%,24,188,0.1276595744680851,0.67553191489361708,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,9,135,5,not lit,37,188,0.19680851063829788,0.80319148936170215,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,10,150,0,0–5%,190,456,0.41666666666666669,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,10,150,1,5–10%,58,456,0.12719298245614036,0.41666666666666669,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,10,150,2,10–15%,31,456,0.06798245614035088,0.54385964912280704,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,10,150,3,15–20%,17,456,0.037280701754385963,0.61184210526315796,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,10,150,4,≥20%,69,456,0.15131578947368421,0.64912280701754388,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,10,150,5,not lit,91,456,0.19956140350877194,0.80043859649122806,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,11,165,0,0–5%,391,907,0.43109151047409039,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,11,165,1,5–10%,107,907,0.11797133406835722,0.43109151047409039,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,11,165,2,10–15%,41,907,0.045203969128996692,0.54906284454244758,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,11,165,3,15–20%,32,907,0.035281146637265712,0.59426681367144429,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,11,165,4,≥20%,136,907,0.14994487320837926,0.62954796030870996,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,11,165,5,not lit,200,907,0.22050716648291069,0.7794928335170892,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,12,180,0,0–5%,83,276,0.30072463768115942,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,12,180,1,5–10%,39,276,0.14130434782608695,0.30072463768115942,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,12,180,2,10–15%,19,276,0.068840579710144928,0.44202898550724634,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,12,180,3,15–20%,16,276,0.057971014492753624,0.51086956521739124,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,12,180,4,≥20%,69,276,0.25,0.5688405797101449,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,12,180,5,not lit,50,276,0.18115942028985507,0.8188405797101449,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,13,195,0,0–5%,306,610,0.50163934426229506,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,13,195,1,5–10%,71,610,0.11639344262295082,0.50163934426229506,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,13,195,2,10–15%,39,610,0.063934426229508193,0.61803278688524588,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,13,195,3,15–20%,18,610,0.029508196721311476,0.68196721311475406,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,13,195,4,≥20%,75,610,0.12295081967213115,0.7114754098360655,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,13,195,5,not lit,101,610,0.16557377049180327,0.83442622950819667,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,14,210,0,0–5%,774,1679,0.46098868374032165,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,14,210,1,5–10%,312,1679,0.18582489577129244,0.46098868374032165,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,14,210,2,10–15%,99,1679,0.058963668850506253,0.64681357951161411,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,14,210,3,15–20%,65,1679,0.038713519952352587,0.70577724836212041,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,14,210,4,≥20%,156,1679,0.092912447885646218,0.74449076831447303,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,14,210,5,not lit,273,1679,0.16259678379988088,0.83740321620011926,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,15,225,0,0–5%,88,197,0.4467005076142132,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,15,225,1,5–10%,32,197,0.16243654822335024,0.4467005076142132,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,15,225,2,10–15%,18,197,0.091370558375634514,0.6091370558375635,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,15,225,3,15–20%,12,197,0.060913705583756347,0.70050761421319807,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,15,225,4,≥20%,29,197,0.14720812182741116,0.76142131979695438,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,15,225,5,not lit,18,197,0.091370558375634514,0.90862944162436554,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,16,240,0,0–5%,192,407,0.47174447174447176,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,16,240,1,5–10%,45,407,0.11056511056511056,0.47174447174447176,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,16,240,2,10–15%,32,407,0.078624078624078622,0.5823095823095823,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,16,240,3,15–20%,21,407,0.051597051597051594,0.6609336609336609,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,16,240,4,≥20%,73,407,0.17936117936117937,0.71253071253071254,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,16,240,5,not lit,44,407,0.10810810810810811,0.89189189189189189,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,17,255,0,0–5%,399,815,0.48957055214723927,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,17,255,1,5–10%,122,815,0.14969325153374233,0.48957055214723927,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,17,255,2,10–15%,41,815,0.05030674846625767,0.63926380368098157,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,17,255,3,15–20%,36,815,0.044171779141104296,0.68957055214723928,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,17,255,4,≥20%,132,815,0.16196319018404909,0.73374233128834354,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,17,255,5,not lit,85,815,0.10429447852760736,0.89570552147239257,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,18,270,0,0–5%,82,265,0.30943396226415093,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,18,270,1,5–10%,36,265,0.13584905660377358,0.30943396226415093,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,18,270,2,10–15%,28,265,0.10566037735849057,0.44528301886792454,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,18,270,3,15–20%,18,265,0.067924528301886791,0.55094339622641508,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,18,270,4,≥20%,68,265,0.25660377358490566,0.61886792452830186,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,18,270,5,not lit,33,265,0.12452830188679245,0.87547169811320757,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,19,285,0,0–5%,268,609,0.44006568144499181,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,19,285,1,5–10%,82,609,0.13464696223316913,0.44006568144499181,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,19,285,2,10–15%,40,609,0.065681444991789822,0.57471264367816088,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,19,285,3,15–20%,24,609,0.039408866995073892,0.64039408866995073,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,19,285,4,≥20%,98,609,0.16091954022988506,0.67980295566502458,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,19,285,5,not lit,97,609,0.15927750410509031,0.84072249589490966,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,20,300,0,0–5%,588,1781,0.33015160022459294,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,20,300,1,5–10%,282,1781,0.15833801235261089,0.33015160022459294,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,20,300,2,10–15%,150,1781,0.084222346996069619,0.4884896125772038,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,20,300,3,15–20%,90,1781,0.050533408197641773,0.57271195957327348,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,20,300,4,≥20%,208,1781,0.11678832116788321,0.62324536777091522,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,20,300,5,not lit,463,1781,0.25996631106120155,0.7400336889387984,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,21,315,0,0–5%,55,190,0.28947368421052633,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,21,315,1,5–10%,38,190,0.20000000000000001,0.28947368421052633,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,21,315,2,10–15%,21,190,0.11052631578947368,0.48947368421052634,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,21,315,3,15–20%,14,190,0.073684210526315783,0.59999999999999998,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,21,315,4,≥20%,38,190,0.20000000000000001,0.67368421052631577,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,21,315,5,not lit,24,190,0.12631578947368421,0.87368421052631584,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F1 m=3 r=20%,surface_sensor_wmape,15,22,330,0,0–5%,130,442,0.29411764705882354,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F1 m=3 r=20%,surface_sensor_wmape,15,22,330,1,5–10%,65,442,0.14705882352941177,0.29411764705882354,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F1 m=3 r=20%,surface_sensor_wmape,15,22,330,2,10–15%,39,442,0.088235294117647065,0.44117647058823528,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F1 m=3 r=20%,surface_sensor_wmape,15,22,330,3,15–20%,24,442,0.054298642533936653,0.52941176470588236,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F1 m=3 r=20%,surface_sensor_wmape,15,22,330,4,≥20%,89,442,0.20135746606334842,0.58371040723981904,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F1 m=3 r=20%,surface_sensor_wmape,15,22,330,5,not lit,95,442,0.21493212669683259,0.78506787330316752,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
